,protocol,post_id,timestamp,title,description
62,sushi,sushi--QmfESUC9T8Wts1aLxPf5eyjHfuKMPDEs8LDUuAsbPqDbGt,2020-09-07 22:57:57+00:00,[Multi-sig Governance] Candidate @TheSahilsays (Twitter),"# Candidate

Twitter: [@TheSahilsays](https://twitter.com/TheSahilsays)

Nominated by Twitter vote

Founder  @zelaapay

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
63,sushi,sushi--QmTFryF1x6ktB9xXgAztW6nyMgzYDe5JYF1hXpYZ7TmkVs,2020-09-07 22:58:05+00:00,[Multi-sig Governance] Candidate @TopTradersbyTV (Twitter),"# Candidate

Twitter: [@TopTradersbyTV](https://twitter.com/TopTradersbyTV)

Nominated by Twitter vote

Trusty analytic resource of crypto-assets since 2017. The largest RU trader community.
TA and FA from experienced traders. 

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
64,sushi,sushi--QmNUqnKUcFTtB8mEni2v46fuJrrPzKQZbxcKjwNncNGBhh,2020-09-07 22:59:26+00:00,[Multi-sig Governance] Candidate @BlackDragon_io (Twitter),"# Candidate

Twitter: [@BlackDragon_io](https://twitter.com/BlackDragon_io)

Nominated by Twitter vote

BlackDragon is a blockchain native venture capital firm with a dedicated in-house marketing, development and research team.

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
65,sushi,sushi--QmbAxnchwmxFdYpwQV1tT5fbPHe33D2E56cNwacwdWgXWi,2020-09-07 23:00:17+00:00,[Multi-sig Governance] Candidate @moo9000 (Twitter),"# Candidate

Twitter: [@moo9000](https://twitter.com/moo9000)

Nominated by Twitter vote

CTO of @FirstbloodIo, author of http://capitalgram.com - fintech, Ethereum, Python, TypeScript

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
66,sushi,sushi--QmQTPSP831jaCgeC31PbuayrfxXzvRifdDrqcTepZaworS,2020-09-07 23:00:30+00:00,[Multi-sig Governance] Candidate @cryptokenneth01 (Twitter),"# Candidate

Twitter: [@cryptokenneth01](https://twitter.com/cryptokenneth01)

Nominated by Twitter vote

Fixed Income Fund Manager turned into Crypto Investor and Trader /
#DeFi enthusiast / LSE Finance & Economics MSc Graduate

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
67,sushi,sushi--QmXxm3UWBbfHkkDw5yRZhkp8Ue5vq5qLpTGosiXc4E8zAt,2020-09-07 23:01:34+00:00,[Multi-sig Governance] Candidate @boxmining (Twitter),"# Candidate

Twitter: [@boxmining](https://twitter.com/boxmining)

Nominated by Twitter vote

Content Creator http://YouTube.com/Boxmining

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
68,sushi,sushi--QmdcqhqxpenoGJNU2vjSB1JUf5S1ntq9b77tKmP1KfFeXS,2020-09-07 23:02:04+00:00,[Multi-sig Governance] Candidate @coinmamba (Twitter),"# Candidate

Twitter: [@coinmamba](https://twitter.com/coinmamba)

Nominated by Twitter vote

MBA Student | CFA Charterholder | Crypto Investor/Trader | Entrepreneur

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
69,sushi,sushi--QmQKxcpmas7JJYkKk33gVb31atcnCFAQGbLGPuhaE8tZsC,2020-09-07 23:04:22+00:00,[Multi-sig Governance] Candidate @JasonChoi (Twitter),"# Candidate

Twitter: [@JasonChoi](https://twitter.com/JasonChoi)

Nominated by Twitter vote

Cryptoasset markets @TheSpartanGroup • founder @TheBlockcrunch

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
70,sushi,sushi--QmcjPa8Bta9fnyvxCDwbG3TDrJNTUD4amVyTyEe7M56yDu,2020-09-07 23:05:22+00:00,[Multi-sig Governance] Candidate @KRMA_0 (Twitter),"# Candidate

Twitter: [@KRMA_0](https://twitter.com/KRMA_0)

Nominated by Twitter vote

Consultant, cryptopunk / Trader / Mined $BTC $LTC 2012

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
71,sushi,sushi--Qma9TdzxHrqDxRAPLiYqECDjzKtFBAauoSfiJmdRk7jbMn,2020-09-07 23:05:52+00:00,[Multi-sig Governance] Candidate @tomhschmidt (Twitter),"# Candidate

Twitter: [@tomhschmidt](https://twitter.com/tomhschmidt)

Nominated by Twitter vote

Investing @dragonfly_cap. Previously product @0xproject, ads product @facebook and @instagram.

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
72,sushi,sushi--QmYeGxz3RacXSYJ5hqxXz4BZcMeYnPkoxUV8RdXiWHSgS8,2020-09-07 23:09:18+00:00,[Multi-sig Governance] Candidate @zippoxer (Contributor),"# Candidate

Twitter: [@zippoxer](https://twitter.com/zippoxer)

Nominated by their contributions to the $SUSHI community

Awesome coder, toolmaker and community presence!

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
73,sushi,sushi--Qmc7dC3c2csW937MdVrGKPYCZCub7owgVvAazcZ6k8LfXw,2020-09-07 23:09:45+00:00,[Multi-sig Governance] Candidate @0xMaki (Contributor),"# Candidate

Twitter: [@0xMaki](https://twitter.com/0xMaki)

Nominated by their contributions to the $SUSHI community

One of the original Sushi Chefs, Maki is the current GM of Sushiswap on Discord and has shown great effort to push forward after the recent dramatics. 

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
74,sushi,sushi--Qmbjd7KKaSpAJaJBh96WbGUo4UWEnE7WVo5PxzWS1xZ6MB,2020-09-07 23:10:34+00:00,[Multi-sig Governance] Candidate @SBF_Alameda (Contributor),"# Candidate

Twitter: [@SBF_Alameda](https://twitter.com/SBF_Alameda)

Nominated by their contributions to the $SUSHI community

Current head Sushi Chef, captaining the fishing vessel through migration. CEO of Alameda Research/FTX

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
75,sushi,sushi--QmbdaWp3W3q96FUPFwDqUrCUX6khzFnHabmRZFUxJr5gqy,2020-09-07 23:12:09+00:00,[Multi-sig Governance] Candidate @martinkrung (Contributor),"# Candidate

Twitter: [@martinkrung](https://twitter.com/martinkrung)

LinkedIn: [http://linkedin.com/in/martin-krung](http://linkedin.com/in/martin-krung)

Nominated by their contributions to the $SUSHI community

Crypto Analyst since 2011 - Artist & Innovation Engineer

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
76,sushi,sushi--Qmbs9RTBm4WnhczHuH1VX2vRLvccDQaLNBmt23LvkomquX,2020-09-07 23:12:24+00:00,[Multi-sig Governance] Candidate @hmazawi (Contributor),"# Candidate

Twitter: [@hmazawi](https://twitter.com/hmazawi)

LinkedIn: [https://www.linkedin.com/in/hosam-mazawi/](https://www.linkedin.com/in/hosam-mazawi/)

Nominated by their contributions to the $SUSHI community

Cofounder, Lemon Unit; Sushi Mod.

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
77,sushi,sushi--QmNspea4fSffhq8WaxziKXq1g9GBLBH3Zg9TBK2ogc17fE,2020-09-07 23:14:30+00:00,[Multi-sig Governance] Candidate @ctrl (Contributor),"# Candidate

Discord: @ctrl

Nominated by their contributions to the $SUSHI community

Voice of calm & reason in Discord during heavy seas. Proponent of trustless governance. Decades of experience leading large communities, including one of the largest of the 2000s. Believes in freedom of speech, equality and the Church of Kopimi.

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."""
78,sushi,sushi--QmQkZ5GMasvWu7J3JjkkaGbXZ4AZ17Uae8pATRwNmTJwF5,2020-09-07 23:14:47+00:00,[Multi-sig Governance] Candidate @shmula (Contributor),"# Candidate

Twitter: [@shmula](https://twitter.com/shmula)

LinkedIn: [https://www.linkedin.com/in/shmula/](https://www.linkedin.com/in/shmula/)

Nominated by their contributions to the $SUSHI community

Harmony; Sushi Mod.

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
79,sushi,sushi--QmSKdd8wwBiu8TtH5asrToPvxhS1jUsHoEMH4f6AyYCFyf,2020-09-07 23:15:44+00:00,[Multi-sig Governance] Candidate @intocryptoast (Contributor),"# Candidate

Twitter: [@intocryptoast](https://twitter.com/intocryptoast)

Nominated by their contributions to the $SUSHI community

*YFI maximalist*

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
80,sushi,sushi--QmRePpAS33UU8dePLVSeiA9pGsM4Lsaqc8idQKbHk8CTgN,2020-09-07 23:16:56+00:00,[Multi-sig Governance] Candidate @danielque (Contributor),"# Candidate

Twitter: [@danielque](https://twitter.com/danielque)

Nominated by their contributions to the $SUSHI community

Coinbase, Cryptofin

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
81,sushi,sushi--Qmew6unHuCZjZea7t3nhNbA1fUWw6eDgz3KKFsWqpebbt1,2020-09-07 23:18:03+00:00,[Multi-sig Governance] Candidate @mattysino (Contributor),"# Candidate

Twitter: [@mattysino](https://twitter.com/mattysino)

LinkedIn: [https://www.linkedin.com/in/mg0314a/](https://www.linkedin.com/in/mg0314a/)

Nominated by their contributions to the $SUSHI community

CEO, Sino Global Capital; Managing General Partner, Liquid Value.  OG member of the Sushi community.

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
82,sushi,sushi--QmfAGCWq7adzCr14fgZpsLFtDGL349yuNsvHzpg2bNWbpq,2020-09-07 23:18:08+00:00,[Multi-sig Governance] Candidate @JiroOnoSushi (Contributor),"# Candidate

Twitter: [@JiroOnoSushi](https://twitter.com/JiroOnoSushi)

Nominated by their contributions to the $SUSHI community

Website guru and artist, big part of our successful migration to come!

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
83,sushi,sushi--Qmf6nY1iffWpX2wHySYYkAnjXiUgCY49yZbj7sR4r6fBqA,2020-09-07 23:19:18+00:00,[Multi-sig Governance] Candidate @rleshner (Contributor),"# Candidate

Twitter: [@rleshner](https://twitter.com/rleshner)

LinkedIn: [https://www.linkedin.com/in/rleshner/](https://www.linkedin.com/in/rleshner/)

Nominated by their contributions to the $SUSHI community

Founder @compoundfinance, GP @robotventures

# Role & Responsibilities

The multi-sig owners will be entrusted to empower & shepherd $SUSHI within the industry. Amongst other responsibilities, the multi-sig owners will be responsible for organizing future votes to build what is in the best long-term interest of $SUSHI and its community; deploying & executing contract changes; and managing treasury & grants.

Subject to future community vote, the multi-sig owners may be superseded by a DAO mechanism - the multi-sig owners would then be tasked to ensure a smooth migration can occur.

# The vote

As [promised](https://twitter.com/SBF_Alameda/status/1302534620081053697) during the $SUSHI handover to @SBF_Alameda, $SUSHI is now organizing the first governance elections in order to transfer ownership over to a multi-sig wallet. The vote is open to any $SUSHI-ETH LP (aka SUSHIPOWAH) stakeholders. You may vote on any number of candidates, which were earlier nominated from the [open vote](https://twitter.com/SBF_Alameda/status/1302534620081053697) and also include some of the $SUSHI builders. The Top 9 candidates will be elected to each hold one key, where 6 will be required to make changes to $SUSHI."
